Id,Authority,Hub,pageranks
10952778,0,0.000037,0.000007
10487854,0,0.000004,0.000007
10398279,0.001074,0.002122,0.000042
9743298,0.000414,0.005235,0.000051
30323899,0,0.00644,0.000007
7481765,0.005373,0,0.000227
30037003,0,0.000474,0.000007
29773825,0,0.000102,0.000007
28879638,0,0.014347,0.000007
28863181,0,0.00262,0.000007
26911432,0,0.000102,0.000007
26057449,0.000123,0.004042,0.000007
25594033,0.000133,0.003414,0.000023
25380576,0,0.002944,0.000007
24997799,0,0.001804,0.000007
24709009,0,0.000683,0.000007
24704793,0.000141,0.019685,0.000038
24647341,0,0.000102,0.000007
24389207,0.000756,0.060706,0.000024
24278741,0.001038,0.01653,0.000016
23855721,0.000453,0.011396,0.000013
23276146,0.000066,0.000129,0.000047
20482811,0,0.000102,0.000007
20007691,0.001473,0.001393,0.000033
19170108,0,0.006482,0.000007
17664283,0,0.00823,0.000007
17646391,0,0.000102,0.000007
17625228,0.000857,0.005706,0.000014
17505559,0.000208,0.001549,0.000174
15800211,0,0.000186,0.000007
15591126,0.003809,0.006646,0.000087
15340083,0,0.000567,0.000007
12698194,0.000453,0.005091,0.000029
12438698,0.00111,0.00143,0.000219
11429425,0,0.000102,0.000007
11376024,0.001866,0.005458,0.000019
11359908,0,0.010018,0.000007
11250747,0.000003,0.003381,0.000008
11207044,0,0.001191,0.000007
10864206,0,0.000127,0.000007
10835497,0.000483,0.004052,0.00006
10804288,0.00046,0.002628,0.000012
10595935,0,0.000612,0.000007
10570174,0,0.003871,0.000007
10373534,0,0.009419,0.000007
10193517,0.00095,0.011514,0.000052
9789027,0.005248,0.006929,0.000199
9765620,0.000115,0.003151,0.000007
9482880,0,0.005932,0.000007
9400936,0,0.003597,0.000007
9342365,0.006197,0.006386,0.00012
9207057,0.007527,0.007713,0.000207
8972225,0.007981,0.004529,0.000104
8942979,0.014453,0.004839,0.000621
8909243,0,0.000102,0.000007
8862516,0,0.000164,0.000007
8756626,0,0.000102,0.000007
8633092,0,0.000102,0.000007
8622702,0,0.002764,0.000007
8622657,0,0.000102,0.000007
30087710,0,0.000002,0.000007
7490069,0.000099,0,0.000334
29718098,0,0.000002,0.000007
29343747,0,0.000002,0.000007
29088849,0,0.000002,0.000007
28404954,0,0.000002,0.000007
28232485,0,0.000002,0.000007
27808423,0,0.000011,0.000007
27626692,0,0.000002,0.000007
27181092,0,0.000002,0.000007
26697375,0,0.000002,0.000007
26617938,0,0.000002,0.000007
25622104,0,0.000002,0.000007
25610759,0,0.000002,0.000007
25385028,0,0.000002,0.000007
25196260,0,0.000002,0.000007
24815849,0,0.000002,0.000007
24311986,0,0.000002,0.000007
24212830,0,0.000002,0.000007
23760265,0,0.000002,0.000007
23593540,0,0.000002,0.000007
23530232,0,0.000002,0.000007
23259914,0,0.000002,0.000007
23077249,0,0.003171,0.000007
22897902,0,0.000002,0.000007
21976778,0,0.000002,0.000007
21189395,0,0.000002,0.000007
20976003,0,0.000006,0.000007
20461080,0,0.000002,0.000007
19920201,0,0.000002,0.000007
19851499,0,0.000002,0.000007
19845967,0,0.000002,0.000007
19789346,0,0.000002,0.000007
19701494,0,0.000002,0.000007
19531578,0,0.000002,0.000007
19395651,0,0.000005,0.000007
19286473,0,0.000002,0.000007
18483181,0,0.000002,0.000007
18419822,0,0.000002,0.000007
18284467,0,0.000002,0.000007
17956604,0,0.000002,0.000007
17589922,0,0.000002,0.000007
17211471,0,0.001891,0.000007
16330715,0,0.000002,0.000007
15138294,0,0.000002,0.000007
14745013,0,0.000002,0.000007
14578197,0,0.000002,0.000007
12566408,0,0.000021,0.000007
11943846,0,0.000002,0.000007
11481346,0,0.000002,0.000007
10934170,0,0.000002,0.000007
10702400,0,0.000002,0.000007
10677505,0,0.000002,0.000007
9862577,0,0.000002,0.000007
9848085,0,0.000002,0.000007
9846990,0,0.000002,0.000007
9626059,0,0.000002,0.000007
9353251,0,0.000002,0.000007
9237999,0,0.000002,0.000007
29706637,0,0.000003,0.000007
7490091,0.000182,0,0.000042
28435519,0.000003,0.00489,0.000009
25590583,0,0.000919,0.000007
23946869,0,0.000575,0.000007
23946868,0.000543,0.00178,0.000033
21963259,0,0.001137,0.000007
21102526,0,0.000003,0.000007
19325002,0,0.000006,0.000007
11739747,0,0.000198,0.000007
9765397,0,0.000006,0.000007
9724329,0,0.000003,0.000007
9445487,0,0.000003,0.000007
29748565,0.000706,0.022935,0.000012
7493024,0.014378,0,0.000383
29483665,0,0.004237,0.000007
29446198,0,0.007253,0.000007
29275340,0,0.003499,0.000007
29228641,0.00056,0.040415,0.000007
28576136,0,0.000274,0.000007
28546758,0.000001,0.06472,0.000008
27534398,0.000277,0.007609,0.000009
26913838,0.000271,0.003061,0.000017
26315354,0,0.005243,0.000007
25849179,0.011118,0.006738,0.000058
25789811,0.000272,0.005463,0.000008
25352972,0.000173,0.004937,0.00001
24915755,0.000119,0.016264,0.000022
24675953,0.010306,0.022127,0.000103
24212087,0.000715,0.001009,0.000019
23802008,0.001553,0.040833,0.00002
23776357,0.000122,0.010731,0.000009
23483928,0,0.005732,0.000007
23319948,0,0.010854,0.000007
23231005,0.000001,0.005095,0.000026
23149842,0.000401,0.003577,0.00003
22966347,0,0.00075,0.000007
22915751,0.031392,0.027531,0.000225
22866131,0,0.002761,0.000007
22682623,0.001586,0.008696,0.00002
22460208,0.00019,0.006106,0.000007
22430266,0.000754,0.012388,0.000011
22262859,0,0.005657,0.000067
21169536,0.00322,0.008492,0.000051
20104584,0.001547,0.002553,0.000052
19965908,0,0.000532,0.000007
19876733,0.000245,0.005916,0.000022
19770520,0.005228,0.007738,0.000064
19383375,0.007892,0.018581,0.000034
19383374,0.00626,0.026402,0.000095
19329713,0.001736,0.009207,0.000018
18783588,0.001205,0.00556,0.00001
18710587,0.000527,0.004425,0.000009
18708369,0,0.003423,0.000007
16227521,0.000731,0.00589,0.000013
16168130,0.001646,0.005453,0.000036
16168118,0.002174,0.009571,0.000018
14744934,0,0.000944,0.000007
14612409,0.001898,0.005537,0.000071
14609432,0.000304,0.007878,0.000048
12698193,0.001112,0.003968,0.000011
12677558,0.097911,0.00897,0.001217
12100744,0.001137,0.004887,0.00002
12080089,0.001532,0.003513,0.000122
11879560,0.001748,0.001531,0.000072
11739404,0.002956,0.008691,0.000519
11389159,0.001061,0.006936,0.000011
11250724,0.002468,0.013282,0.000099
11250722,0.000303,0.00902,0.00003
11250694,0.001275,0.007371,0.000012
11179017,0.037402,0.004227,0.000332
11056686,0,0.010777,0.000007
11044354,0.015697,0.007963,0.000333
10788334,0.005179,0.007311,0.000084
10739756,0.007776,0.005188,0.000106
10577927,0.000896,0.004126,0.000035
10528853,0.000098,0.005104,0.000014
10486320,0.003365,0.006818,0.00003
10441573,0.00081,0.00166,0.00001
10205268,0.00153,0.001546,0.000156
10090879,0,0.004975,0.000007
9799248,0.001868,0.004456,0.000314
9792861,0.004056,0.005747,0.000062
9667663,0.000006,0.003802,0.00001
9649133,0.000713,0.004282,0.000052
9635841,0,0.000274,0.000007
9429140,0.000056,0.005982,0.00001
9357627,0,0.001832,0.000007
9245992,0.004556,0.006246,0.000163
9197534,0.00011,0.001472,0.000008
9155062,0.000084,0.001564,0.000016
9150174,0.001625,0.005258,0.000022
9150173,0.004381,0.004495,0.000029
9150172,0,0.002496,0.000007
9150171,0.001918,0.004568,0.000042
9150154,0.003563,0.005145,0.000144
9150153,0.00392,0.005684,0.000099
9150151,0.004214,0.005924,0.000087
9150149,0.003001,0.007244,0.000094
9150148,0.007664,0.003938,0.000146
9132280,0,0.000274,0.000007
9042909,0.00423,0.002408,0.000074
9042907,0.002151,0.004783,0.000106
9012404,0.002212,0.004257,0.000093
8981943,0,0.000274,0.000007
8933332,0.000774,0.00825,0.000017
8880569,0.000114,0.005025,0.000008
8806241,0.000361,0.004547,0.000019
8651293,0.001202,0.00563,0.000021
8644703,0.002026,0.003989,0.00008
8616352,0,0.00417,0.000007
24179442,0,0.0015,0.000007
7495979,0.000029,0,0.000007
28900330,0,0.000146,0.000007
7507078,0.000005,0,0.000012
28785294,0,0.000004,0.000007
7511021,0.000202,0,0.000075
18461349,0,0.000182,0.000007
14684683,0,0.000082,0.000007
9190201,0,0.000004,0.000007
8794866,0,0.000004,0.000007
8603923,0,0.000004,0.000007
8554067,0.001675,0.004107,0.000077
8533757,0.0041,0.006171,0.000075
7539810,0,0.000004,0.000007
7534039,0,0.000004,0.000007
7529919,0,0.000004,0.000007
7529318,0,0.000004,0.000007
7513705,0,0.000004,0.000007
23119097,0,0,0.000007
7511052,0,0,0.000019
18364049,0,0,0.000007
27716388,0.000282,0.008413,0.000024
7519878,0.000387,0,0.000067
7977348,0.000686,0.000602,0.000128
7611277,0.002373,0.005506,0.000113
7490308,0,0.005474,0.000007
23805307,0.000269,0.003867,0.000026
7529047,0.000546,0,0.000034
22669161,0.000017,0.000804,0.000058
21949216,0,0.000019,0.000007
21472990,0.004518,0.007206,0.00024
11710835,0.000072,0.004371,0.000014
11346464,0,0.000032,0.000007
9643283,0.000343,0.006727,0.000017
8980399,0,0.00001,0.000007
30458859,0,0.006262,0.000007
7545954,0.138893,0,0.002458
30453575,0,0.018691,0.000007
30443181,0,0.005316,0.000007
30441849,0,0.009938,0.000007
30416390,0,0.005187,0.000007
30405761,0,0.003258,0.000007
30400234,0,0.00639,0.000007
30344568,0,0.00544,0.000007
30323273,0,0.00413,0.000007
30320429,0,0.003474,0.000007
30283497,0,0.006742,0.000007
30254159,0,0.002758,0.000007
30249004,0,0.003591,0.000007
30241137,0,0.00433,0.000007
30211169,0,0.007888,0.000007
30210910,0,0.010508,0.000007
30186165,0,0.006215,0.000007
30166705,0,0.005127,0.000007
30149579,0,0.022644,0.000007
30145940,0,0.003403,0.000007
30130155,0,0.006592,0.000007
30128181,0,0.002651,0.000007
30124007,0,0.002649,0.000007
30116257,0,0.003622,0.000007
30084716,0,0.002755,0.000007
30075112,0,0.009354,0.000007
30048498,0,0.002652,0.000007
30042185,0.000018,0.01461,0.000007
29977717,0,0.002649,0.000007
29955703,0,0.006136,0.000013
29938003,0,0.004432,0.000007
29872710,0.000004,0.006932,0.000022
29844838,0,0.002961,0.000013
29785135,0,0.00316,0.00001
29770616,0,0.00862,0.000013
29757984,0,0.005579,0.000007
29755873,0,0.005728,0.000007
29755871,0,0.013003,0.000007
29682331,0,0.005119,0.000007
29681614,0,0.008567,0.000007
29673145,0,0.003615,0.000007
29671401,0,0.003405,0.000007
29660759,0,0.042925,0.000007
29650789,0,0.012664,0.000007
29623263,0,0.005673,0.000007
29622581,0,0.00344,0.000007
29584711,0,0.004208,0.00001
29570666,0.000039,0.002856,0.000007
29565421,0,0.005148,0.000007
29492227,0,0.0054,0.000013
29484036,0,0.002649,0.000007
29465570,0,0.002649,0.000007
29435039,0,0.012845,0.000007
29427345,0.000897,0.021759,0.000007
29389935,0,0.003403,0.000007
29383094,0.000039,0.009626,0.000007
29382703,0,0.005032,0.000007
29349042,0,0.002649,0.000007
29330845,0.000149,0.003939,0.000007
29299148,0,0.003986,0.000007
29291027,0,0.012695,0.000007
29290694,0.000281,0.031728,0.000008
29286222,0,0.003118,0.000007
29286157,0,0.004861,0.000013
29215763,0,0.016356,0.000007
29200866,0,0.0033,0.000007
29180619,0,0.006119,0.000007
29146938,0,0.036323,0.000007
29116104,0,0.00309,0.000007
29088781,0,0.004143,0.000007
29047188,0,0.011245,0.000009
28986348,0,0.004243,0.000007
28976962,0.001358,0.009052,0.000019
28947987,0.000585,0.004175,0.000008
28936272,0,0.006948,0.000007
28928839,0,0.005907,0.000007
28924212,0,0.003457,0.000007
28905878,0.000008,0.003442,0.000008
28881617,0,0.003486,0.000007
28858227,0.000026,0.011503,0.000015
28855565,0,0.002704,0.000007
28852190,0,0.011853,0.000007
28830573,0,0.003866,0.000007
28814288,0,0.015538,0.000007
28808214,0,0.002707,0.000007
28794804,0.000189,0.055991,0.000008
28792971,0,0.002649,0.000007
28781887,0,0.004689,0.000007
28738860,0.00007,0.004254,0.00001
28736756,0,0.003404,0.000007
28714471,0,0.018041,0.000007
28713573,0,0.002737,0.000007
28706734,0,0.019027,0.000007
28706506,0.000005,0.00499,0.000009
28680382,0,0.003098,0.000007
28649653,0,0.003957,0.000007
28588830,0,0.00365,0.000007
28572256,0,0.02122,0.000007
28545429,0,0.003425,0.000007
28525389,0.002486,0.026319,0.000013
28506208,0,0.004038,0.000007
28475137,0,0.003573,0.000007
28471759,0,0.003404,0.000007
28423363,0.000368,0.00532,0.000016
28415857,0,0.003572,0.000007
28408614,0.000347,0.003399,0.000029
28357044,0,0.007117,0.000007
28342662,0.000041,0.008028,0.000015
28339459,0.00004,0.004123,0.000015
28326099,0,0.002838,0.000007
28302823,0.016658,0.058954,0.00014
28262780,0.000058,0.010386,0.000009
28202063,0,0.004151,0.000007
28194329,0,0.004589,0.000007
28191685,0,0.002885,0.000007
28182268,0,0.009413,0.000007
28164176,0.000002,0.013858,0.000015
28108744,0,0.002649,0.000007
28101326,0,0.003322,0.000007
28092266,0,0.004001,0.000007
28090007,0,0.002945,0.000007
28086974,0,0.005558,0.000007
28073598,0.000001,0.011697,0.000032
28055979,0,0.054784,0.000007
28008141,0,0.026038,0.000007
28005465,0,0.003299,0.000007
27895806,0,0.003501,0.000007
27867299,0,0.002692,0.000007
27836010,0.000222,0.010875,0.000011
27826806,0,0.002703,0.000007
27815389,0,0.012216,0.000007
27792995,0.000201,0.005501,0.000023
27760710,0.000899,0.008119,0.000068
27742776,0,0.038005,0.000007
27665502,0,0.002777,0.000007
27658390,0.000001,0.003873,0.000009
27600412,0,0.004166,0.000007
27599564,0.000096,0.003875,0.000013
27556296,0,0.012934,0.000007
27555886,0.000237,0.047055,0.000008
27514841,0.000757,0.049175,0.000018
27514838,0,0.014786,0.000007
27513445,0,0.009361,0.000007
27481486,0,0.002695,0.000007
27477457,0,0.00287,0.000007
27471560,0.000896,0.017924,0.000017
27446805,0,0.004069,0.000007
27444544,0,0.003042,0.000007
27424772,0,0.004563,0.000007
27424552,0,0.002649,0.000007
27417607,0,0.004022,0.000007
27384023,0,0.003391,0.000007
27382453,0,0.003772,0.000007
27351029,0,0.004495,0.000007
27338744,0.000344,0.005949,0.000009
27308455,0,0.00335,0.000007
27306910,0,0.004906,0.000007
27277787,0,0.007623,0.000007
27259235,0.000288,0.010297,0.000064
27259208,0,0.027822,0.000007
27242959,0.000757,0.040993,0.000009
27241552,0,0.00439,0.000007
27231574,0,0.016607,0.000007
27223485,0.000328,0.008158,0.000009
27216078,0.000237,0.011976,0.000018
27197561,0.000388,0.022112,0.000012
27194814,0,0.008957,0.000007
27167707,0.000662,0.022975,0.000021
27148484,0,0.003247,0.000007
27144894,0,0.006946,0.000007
27129401,0.000297,0.009381,0.000008
27121432,0,0.002649,0.000007
27115018,0,0.002649,0.000007
27102245,0,0.013023,0.000007
27088617,0,0.004186,0.000007
27077368,0,0.018033,0.000013
27066510,0.000035,0.009715,0.000012
27027444,0,0.005653,0.000007
26997744,0.000334,0.009142,0.000008
26994145,0,0.002649,0.000007
26989768,0,0.002649,0.000007
26969729,0,0.004454,0.000007
26884819,0,0.005099,0.000007
26884712,0.000163,0.006819,0.000015
26877711,0,0.002915,0.000007
26848529,0.001683,0.004377,0.00001
26843898,0.000569,0.006759,0.00001
26828133,0,0.01489,0.000007
26822887,0.000205,0.010474,0.000009
26807247,0.000337,0.004706,0.00002
26787654,0,0.004555,0.000007
26778126,0,0.00985,0.000007
26772405,0,0.002649,0.000007
26770289,0,0.006188,0.000007
26750754,0,0.002649,0.000007
26733283,0.000149,0.021152,0.000012
26715507,0.00042,0.010614,0.00001
26694952,0,0.00282,0.000007
26669862,0,0.014293,0.000007
26645008,0,0.002653,0.000007
26644450,0.000155,0.003049,0.000016
26622902,0,0.002649,0.000007
26608569,0.000373,0.004692,0.000012
26580448,0,0.003768,0.000007
26575173,0.000034,0.005651,0.000008
26568913,0.000692,0.020249,0.000012
26564481,0.001245,0.016907,0.000014
26510816,0.000493,0.017131,0.000014
26438025,0.000048,0.003605,0.000014
26426992,0.000897,0.008993,0.000007
26424751,0,0.012515,0.000007
26406445,0.000011,0.004705,0.000023
26395823,0.000321,0.003378,0.00002
26355395,0,0.004039,0.000007
26354718,0.001122,0.036749,0.000023
26339436,0,0.002649,0.000007
26328548,0,0.003666,0.000007
26300845,0,0.002649,0.000007
26269146,0,0.002649,0.000007
26264682,0,0.002692,0.000007
26261251,0.006636,0.005723,0.000027
26246475,0.000254,0.006072,0.000013
26236408,0.002759,0.006626,0.000028
26183948,0.000179,0.006479,0.000014
26157685,0.000096,0.002935,0.000012
26147747,0.000001,0.002667,0.000037
26082817,0,0.005245,0.000007
26028963,0.000041,0.014292,0.000011
26022109,0,0.004905,0.000007
26010605,0,0.011778,0.000007
25925750,0.000001,0.005978,0.000018
25923920,0.000338,0.00354,0.000007
25885115,0,0.002712,0.00001
25880076,0.000302,0.006394,0.000017
25879655,0,0.007359,0.000007
25868867,0.000393,0.005298,0.000019
25852742,0,0.049738,0.000007
25848941,0.000165,0.005615,0.000049
25836596,0.000501,0.006061,0.000023
25833843,0.014362,0.04673,0.000233
25826455,0,0.002649,0.000007
25823446,0.001256,0.004636,0.000206
25802882,0.001331,0.015352,0.000044
25800897,0.00005,0.006739,0.000007
25797244,0.000143,0.003543,0.000069
25789047,0.000264,0.009539,0.000016
25724305,0,0.008081,0.000007
25701377,0,0.007637,0.000007
25685382,0,0.002649,0.000007
25683334,0.000124,0.003614,0.00002
25646469,0.000688,0.00638,0.000007
25643705,0.001569,0.006614,0.000014
25624909,0.000034,0.004543,0.00001
25605252,0,0.003902,0.000007
25594072,0.000011,0.005331,0.000014
25593598,0,0.004751,0.000007
25569233,0,0.00423,0.000007
25568166,0,0.003403,0.000007
25522274,0.000367,0.019115,0.000028
25483746,0,0.004115,0.000025
25425662,0,0.00298,0.000007
25382762,0,0.004096,0.000007
25371887,0,0.003762,0.000025
25371446,0.00083,0.00818,0.000009
25368520,0,0.003559,0.000007
25366075,0,0.005459,0.000007
25364741,0,0.003707,0.000007
25362854,0,0.004449,0.000007
25337581,0.000897,0.015956,0.000009
25337559,0,0.017915,0.000007
25337278,0,0.004113,0.000007
25309843,0,0.015424,0.000007
25264941,0.000142,0.007643,0.000008
25253900,0,0.006839,0.000007
25224030,0.005581,0.008097,0.000049
25214894,0,0.003428,0.000007
25196046,0,0.006925,0.000007
25184681,0.001875,0.007853,0.000057
25136594,0.000605,0.007053,0.000015
25120034,0.000786,0.00476,0.000011
25114845,0,0.008242,0.000007
25084155,0,0.003419,0.000007
25056273,0.000255,0.005587,0.000015
25051360,0.000822,0.006365,0.000306
25010005,0.000787,0.003859,0.000024
24998779,0.002156,0.031299,0.000036
24951607,0.000184,0.002888,0.000012
24950059,0.000472,0.01259,0.000012
24944674,0.00007,0.007701,0.000012
24922460,0.000997,0.006962,0.000012
24910535,0.00061,0.008799,0.000035
24833228,0,0.004085,0.000007
24832651,0.000243,0.021193,0.00001
24824314,0.002147,0.007496,0.000056
24800215,0,0.008144,0.000007
24796624,0.00055,0.006088,0.000016
24792170,0.003037,0.036003,0.000074
24771903,0,0.005641,0.000007
24706727,0,0.003703,0.000007
24686251,0.000356,0.003626,0.000008
24678242,0,0.006028,0.000007
24675890,0,0.019453,0.000007
24639535,0.00017,0.003951,0.00005
24637666,0,0.002984,0.000007
24600246,0,0.041781,0.000007
24565757,0.000492,0.004463,0.000015
24556685,0.000089,0.005438,0.000033
24549055,0.003636,0.01293,0.0001
24521615,0.000015,0.008305,0.000019
24504028,0.007412,0.021605,0.000025
24495954,0,0.019358,0.000007
24492479,0,0.006143,0.000007
24455306,0.000055,0.010791,0.000007
24414227,0,0.004326,0.000007
24387338,0,0.022805,0.000007
24348998,0,0.00298,0.000007
24319668,0.000067,0.009113,0.000067
24281179,0.000326,0.01075,0.000012
24252133,0,0.002649,0.000007
24225019,0.020573,0.055546,0.000079
24213133,0,0.002679,0.000007
24211364,0,0.00302,0.000007
24198482,0,0.003673,0.000007
24191908,0.003101,0.023302,0.000021
24155760,0.000886,0.005076,0.000019
24155753,0.000215,0.006764,0.00002
24143190,0,0.002881,0.000007
24136381,0,0.002652,0.000007
24130866,0,0.002653,0.000007
24116205,0,0.003403,0.000007
24091897,0,0.003391,0.000007
24086107,0,0.002662,0.000007
24067368,0.000493,0.00997,0.000027
24052750,0.000133,0.004094,0.000008
24043945,0,0.041114,0.000007
24039796,0,0.008284,0.000007
24025454,0,0.013833,0.000007
24019637,0,0.005868,0.000007
24004841,0.000091,0.009099,0.000013
23977314,0,0.003817,0.000007
23970893,0,0.003735,0.000007
23967248,0.00022,0.003635,0.000036
23961350,0.001836,0.005269,0.000014
23912341,0,0.002894,0.000007
23907126,0,0.003759,0.000007
23896398,0,0.01012,0.000007
23863842,0.000643,0.020434,0.000021
23841900,0,0.002689,0.000007
23840520,0,0.002658,0.000007
23813013,0,0.002649,0.000007
23788797,0,0.008057,0.000007
23785296,0,0.003506,0.000007
23762064,0,0.005506,0.000007
23757189,0,0.003453,0.000007
23730208,0.000073,0.024323,0.000047
23706118,0,0.002651,0.000007
23704879,0.000151,0.00644,0.000008
23683081,0.000829,0.00659,0.000016
23680151,0.014682,0.032088,0.000219
23675572,0,0.021117,0.000007
23660942,0,0.002649,0.000007
23624935,0.001309,0.012678,0.000163
23613828,0.000268,0.005571,0.000014
23586058,0.001602,0.020284,0.000033
23569343,0.000023,0.010038,0.000014
23552840,0,0.011822,0.000007
23543913,0,0.002649,0.000007
23519070,0.000223,0.003604,0.000037
23508738,0.000282,0.004246,0.000008
23497550,0.000979,0.003822,0.000045
23468639,0.005516,0.003524,0.00015
23462720,0.00522,0.023241,0.00004
23438721,0.001017,0.002739,0.000009
23409019,0.002844,0.003603,0.000069
23354980,0.000148,0.004311,0.000008
23354477,0,0.005254,0.000007
23349963,0,0.007819,0.000007
23344037,0.001026,0.044135,0.000038
23319807,0.000374,0.005038,0.000037
23300410,0,0.002649,0.000007
23290425,0,0.002649,0.000007
23289006,0.000643,0.0086,0.000015
23288344,0,0.002702,0.000007
23272245,0,0.004289,0.000007
23239986,0.000656,0.004122,0.000033
23226154,0,0.005273,0.000007
23202946,0.000272,0.003461,0.000013
23199085,0,0.008874,0.000007
23199084,0.003382,0.017169,0.000034
23131665,0.000188,0.013052,0.000016
23108140,0.000118,0.004815,0.00005
23107584,0.000001,0.006124,0.000042
23099437,0,0.004071,0.000007
23091540,0.000759,0.00469,0.000011
23086937,0.000721,0.008275,0.00005
23057551,0.006525,0.063269,0.000026
23028338,0,0.005641,0.000007
22987526,0.00097,0.004563,0.000024
22936386,0,0.015146,0.000007
22906755,0.000857,0.018672,0.00001
22901997,0,0.004291,0.000007
22872787,0,0.002806,0.000007
22852056,0,0.002735,0.000007
22848303,0.00015,0.005888,0.000008
22848222,0.000059,0.006748,0.000009
22836122,0.00857,0.036277,0.000058
22833046,0.000651,0.009315,0.000039
22790982,0,0.002649,0.000007
22759861,0,0.012277,0.000007
22753008,0.003977,0.016803,0.000053
22739988,0.000961,0.006449,0.00005
22737296,0.006236,0.015457,0.000028
22713736,0.000593,0.004276,0.000031
22706632,0.000068,0.011591,0.00002
22693372,0,0.008452,0.000007
22665067,0.001242,0.008414,0.000016
22584059,0,0.005662,0.000007
22576469,0,0.008235,0.000007
22522501,0.001516,0.037009,0.000044
22503699,0.000157,0.003438,0.00002
22488590,0.000225,0.009076,0.000042
22481874,0.000005,0.004144,0.000016
22471249,0,0.00298,0.000007
22431556,0.000344,0.004812,0.000021
22423979,0.000012,0.013147,0.000008
22359651,0,0.00278,0.000007
22306997,0.002784,0.030213,0.00002
22264315,0,0.002667,0.000007
22253283,0,0.002656,0.000007
22253144,0.000889,0.015089,0.000026
22244659,0,0.024993,0.000007
22218884,0,0.004543,0.000007
22189465,0,0.002919,0.000007
22186889,0.000348,0.006053,0.000102
22171747,0,0.003468,0.000007
22157285,0,0.002956,0.000007
22121225,0,0.002649,0.000007
22117567,0,0.002676,0.000007
22109874,0,0.004424,0.000007
22109790,0,0.023959,0.000007
22090379,0,0.010084,0.000007
22044206,0,0.004964,0.000007
22034420,0.000905,0.004823,0.000008
22016618,0.000066,0.003615,0.000045
22009639,0.00036,0.006826,0.000017
21989022,0.000355,0.014298,0.000024
21987798,0.009561,0.008806,0.000151
21963239,0,0.006931,0.000007
21926112,0,0.003403,0.000007
21870267,0.00177,0.028523,0.000018
21854619,0.001687,0.008308,0.000013
21821475,0.049803,0.023008,0.00025
21810988,0,0.003448,0.000007
21792894,0.000681,0.009753,0.000018
21787120,0,0.005602,0.000007
21779458,0,0.002956,0.000007
21779444,0,0.004913,0.000007
21765009,0,0.00466,0.000007
21734457,0,0.007104,0.000007
21725363,0,0.005617,0.000007
21709021,0,0.009241,0.000007
21693656,0.000776,0.003666,0.000034
21666281,0.004289,0.014345,0.000051
21637504,0,0.006356,0.000007
21619629,0,0.00298,0.000007
21603858,0.00071,0.010099,0.000023
21593597,0.003236,0.02261,0.000051
21576276,0,0.002649,0.000007
21575279,0,0.003575,0.000007
21447777,0.003134,0.004589,0.000034
21425134,0.000296,0.027301,0.00001
